City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Huai Yot,TH,2021-06-03 20:00:18,7.7893,99.6348,76.28,96,14,2.06
282,Guanica,PR,2021-06-03 20:00:19,17.9716,-66.908,86.5,66,100,4.0
283,Dikson,RU,2021-06-03 20:00:19,73.5069,80.5464,29.98,95,97,14.14
284,Vostok,RU,2021-06-03 20:00:19,46.4856,135.8833,47.84,98,100,4.16
285,Mugur-Aksy,RU,2021-06-03 20:00:20,50.35,90.5,53.89,62,62,3.67
286,Mackay,AU,2021-06-03 20:00:20,-21.15,149.2,63.68,86,40,7.2
287,Vardo,NO,2021-06-03 20:00:21,70.3705,31.1107,62.8,51,0,12.66
288,Fukue,JP,2021-06-03 20:00:21,32.6881,128.8419,67.32,95,100,24.7
289,Ilulissat,GL,2021-06-03 20:00:22,69.2167,-51.1,36.63,70,93,5.91
290,Sterling,US,2021-06-03 20:00:22,39.0062,-77.4286,87.76,63,75,1.01
291,Rio Cuarto,AR,2021-06-03 20:00:23,-33.1307,-64.3499,71.83,34,18,6.22
292,Llangefni,GB,2021-06-03 20:00:23,53.2556,-4.3106,59.74,76,54,10.33
